item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
1692,Antibiotic_Supply,37.3,48.7,21.7,19.71,55,2025-11-11,3646,Lab
1693,Waste_Management_Kit,21.0,10.8,28.0,2.2,24,,36,Sanitation_Bay
1694,Water_Bottle,12.9,27.4,44.6,7.88,2,,4937,Storage_Bay
1695,Food_Packet,23.9,15.9,15.6,1.6,7,2026-03-20,18,Crew_Quarters
1696,CO2_Scrubber,27.0,13.0,47.4,8.32,80,,565,Engineering_Bay
1697,Battery_Pack,27.3,11.2,15.2,2.32,64,,617,External_Storage
1698,Asteroid_Sample_Container,26.6,13.3,27.6,4.0,92,,341,Lab
1699,Water_Purification_Unit,30.8,20.6,13.5,4.28,53,,2792,Crew_Quarters
1700,Protein_Bars,35.1,13.8,26.3,6.37,71,,1960,Crew_Quarters
1701,Space_Suit,39.3,38.9,32.7,25.0,100,,64,Airlock
1702,Battery_Pack,21.3,42.3,33.1,14.91,52,,987,External_Storage
1703,Tool_Kit,22.2,16.6,14.7,7.9,39,,56,Storage_Bay
1704,CO2_Scrubber,41.5,15.2,23.7,7.47,41,,165,Life_Support
1705,Gyroscope_Module,44.0,28.8,38.7,24.52,68,,2547,Cockpit
1706,Battery_Pack,27.4,27.4,47.1,17.68,77,,779,Power_Bay
1707,Helmet_Visor,23.2,19.6,43.6,9.91,15,,2435,Crew_Quarters
1708,Antibiotic_Supply,18.2,28.3,43.4,11.18,75,2025-06-16,1088,Medical_Bay
1709,Emergency_Oxygen_Mask,48.3,42.8,23.5,24.29,20,,2908,Crew_Quarters
1710,Navigation_Module,28.2,39.0,25.3,13.91,4,,4640,Cockpit
1711,Water_Purification_Unit,47.9,30.9,24.4,18.06,13,,1047,Crew_Quarters
1712,Radiation_Shield,35.3,44.4,31.2,24.45,12,,2047,Engineering_Bay
1713,Thruster_Fuel,49.2,24.2,11.4,6.79,82,,1399,Engine_Bay
1714,EV_Suit_Battery,18.0,43.2,25.2,9.8,18,,202,Storage_Bay
1715,Pressure_Regulator,20.5,40.5,22.7,9.42,43,,216,Engineering_Bay
1716,Communication_Device,28.5,14.4,15.7,3.22,58,,1066,Crew_Quarters
1717,Oxygen_Cylinder,16.9,24.6,72.8,13.9,60,,572,Crew_Quarters
1718,Helmet_Visor,49.7,41.2,41.2,42.18,49,,732,Crew_Quarters
1719,Circuit_Board,12.1,47.6,44.2,12.73,64,,4650,Storage_Bay
1720,Microgravity_Lab_Kit,18.7,12.4,28.1,4.2,92,,63,Crew_Quarters
1721,EV_Suit_Battery,12.4,10.9,37.8,2.55,8,,546,Storage_Bay
1722,LED_Work_Light,25.6,42.5,42.4,23.07,48,,3567,Maintenance_Bay
1723,Space_Suit,26.1,27.4,27.8,9.94,4,,947,Storage_Bay
1724,Radiation_Shield,30.6,35.5,20.3,11.03,85,,4248,Storage_Bay
1725,Waste_Management_Kit,10.1,12.7,17.6,8.8,64,,11,Engineering_Bay
1726,Oxygen_Cylinder,22.0,26.3,98.6,30.5,70,,2725,Airlock
1727,Helmet_Visor,28.3,19.0,41.9,11.26,73,,4445,Storage_Bay
1728,Vacuum_Sealed_Tools,29.7,49.7,33.4,24.65,5,,1308,Storage_Bay
1729,Emergency_Beacon,14.1,41.4,32.8,9.57,8,,2447,Cockpit
1730,Tether_Reel,13.8,25.3,12.8,2.23,16,,2787,Airlock
1731,Vacuum_Sealed_Tools,18.0,30.8,42.5,11.78,54,,1939,Storage_Bay
1732,Water_Bottle,25.2,13.1,45.8,7.56,44,,3915,Storage_Bay
1733,Water_Bottle,46.2,17.5,30.1,12.17,97,,3736,Storage_Bay
1734,CO2_Scrubber,19.0,32.9,45.4,14.19,90,,336,Engineering_Bay
1735,Oxygen_Cylinder,25.9,27.6,81.6,47.9,84,,199,Crew_Quarters
1736,Pressure_Regulator,36.7,39.5,18.6,13.48,48,,1388,Engineering_Bay
1737,Protein_Bars,34.5,45.1,37.1,28.86,90,,2477,Storage_Bay
1738,3D_Printer,30.4,10.9,46.2,7.65,80,,1756,Engineering_Bay
1739,EV_Suit_Battery,41.7,34.6,14.5,10.46,27,,677,Storage_Bay
1740,EV_Suit_Battery,42.5,25.6,36.8,20.02,78,,271,Airlock
1741,Emergency_Beacon,21.8,20.1,19.4,4.25,53,,2124,Cockpit
1742,Medical_Scanner,12.6,32.9,31.1,6.45,95,2025-05-28,70,Medical_Bay
1743,Fire_Extinguisher,38.2,27.5,20.6,10.82,49,,240,Engineering_Bay
1744,Research_Samples,10.6,11.7,11.8,2.0,14,,3129,Storage_Bay
1745,Microgravity_Lab_Kit,22.9,23.3,29.1,7.5,15,,66,Crew_Quarters
1746,Fire_Extinguisher,42.7,36.7,23.6,18.49,83,,1509,Engineering_Bay
1747,Thruster_Fuel,24.2,30.5,12.2,4.5,33,,2715,Engine_Bay
1748,Tool_Kit,27.0,26.6,10.8,3.5,9,,38,Maintenance_Bay
1749,Antibiotic_Supply,12.6,41.8,39.4,10.38,39,2026-10-11,1710,Lab
1750,Scientific_Sensor,47.1,28.7,21.6,14.6,12,,1466,Cockpit
1751,Navigation_Module,38.9,15.5,38.1,11.49,80,,2084,Command_Center
1752,Communication_Device,46.4,19.9,44.0,20.31,82,,3213,Crew_Quarters
1753,Laptop,41.9,10.6,20.2,4.49,80,,1190,Command_Center
1754,Asteroid_Sample_Container,10.5,23.4,18.4,2.5,20,,1589,Storage_Bay
1755,Laptop,27.9,46.7,46.1,30.03,34,,2855,Crew_Quarters
1756,Solar_Panel,91.6,49.9,2.5,12.2,48,,1614,Power_Bay
1757,Oxygen_Cylinder,29.8,21.0,85.7,26.0,53,,1765,Airlock
1758,Water_Bottle,47.0,45.6,16.9,18.11,51,,4437,Crew_Quarters
1759,Oxygen_Cylinder,20.4,25.7,47.5,46.7,97,,4990,Airlock
1760,EV_Suit_Battery,48.5,27.2,12.2,8.05,97,,823,Storage_Bay
1761,Vacuum_Sealed_Tools,13.9,43.9,22.3,6.8,94,,2065,Maintenance_Bay
1762,Pressure_Regulator,14.8,18.0,13.4,1.78,27,,853,Engineering_Bay
1763,Research_Samples,19.5,13.0,28.7,8.8,83,,3158,Lab
1764,Water_Bottle,24.6,17.2,45.7,9.67,75,,3868,Crew_Quarters
1765,Handheld_Spectrometer,29.4,18.4,40.1,10.85,2,,2351,Engineering_Bay
1766,Waste_Management_Kit,27.5,28.0,23.1,7.7,81,,66,Sanitation_Bay
1767,Antibiotic_Supply,28.0,44.5,23.8,14.83,46,2025-06-21,1388,Medical_Bay
1768,Asteroid_Sample_Container,18.2,16.3,12.0,3.4,95,,4746,Lab
1769,Helmet_Visor,32.9,28.1,23.3,10.77,2,,3966,Crew_Quarters
1770,Battery_Pack,19.8,23.1,47.9,10.95,2,,791,External_Storage
1771,Water_Bottle,30.5,38.1,48.0,27.89,100,,4675,Storage_Bay
1772,Radiation_Shield,36.3,39.2,37.7,26.82,39,,388,Engineering_Bay
1773,Fire_Extinguisher,10.7,39.8,13.3,2.83,87,,3315,Crew_Quarters
1774,Waste_Management_Kit,23.6,29.6,13.9,2.0,88,,6,Sanitation_Bay
1775,Helmet_Visor,47.1,13.8,31.3,10.17,49,,1840,Storage_Bay
1776,Circuit_Board,18.1,43.1,31.4,12.25,40,,1826,Storage_Bay
1777,Battery_Pack,12.2,40.4,29.1,7.17,6,,531,External_Storage
1778,3D_Printer,35.9,36.0,16.9,10.92,88,,960,Engineering_Bay
1779,Solar_Panel,73.2,99.1,3.5,13.2,18,,3090,Power_Bay
1780,Oxygen_Cylinder,20.6,22.5,80.4,30.6,32,,622,Crew_Quarters
1781,Oxygen_Cylinder,25.4,29.5,84.8,10.9,4,,354,Airlock
1782,Laptop,10.5,26.3,13.4,1.85,52,,4821,Command_Center
1783,Scientific_Sensor,11.4,45.1,32.3,8.3,94,,1263,Lab
1784,Gyroscope_Module,11.5,49.0,20.5,5.78,1,,4656,Cockpit
1785,Antibiotic_Supply,42.9,37.4,36.6,29.36,19,2025-11-04,3081,Medical_Bay
1786,CO2_Scrubber,32.1,34.4,16.7,9.22,57,,961,Engineering_Bay
1787,Space_Suit,48.7,42.8,38.6,40.23,97,,3015,Storage_Bay
1788,LED_Work_Light,12.0,19.8,44.7,5.31,64,,1350,Engineering_Bay
1789,Solar_Panel,98.8,93.2,2.9,9.9,18,,3273,Power_Bay
1790,Vacuum_Sealed_Tools,32.5,41.1,21.6,14.43,30,,4666,Storage_Bay
1791,Space_Suit,39.2,32.7,29.3,18.78,75,,1308,Airlock
1792,3D_Printer,45.1,34.7,18.5,14.48,11,,2267,Engineering_Bay
1793,Antibiotic_Supply,36.5,35.7,29.6,19.29,67,2026-01-07,1745,Lab
1794,Microgravity_Lab_Kit,17.0,26.6,24.5,5.7,19,,77,Lab
1795,Tether_Reel,17.2,28.4,26.0,6.35,82,,658,External_Storage
1796,3D_Printer,49.8,35.1,17.1,14.95,20,,4990,Lab
1797,Food_Packet,19.4,17.4,11.1,4.5,20,2025-12-27,5,Crew_Quarters
1798,Thruster_Fuel,39.9,31.0,48.2,29.81,72,,3963,Storage_Bay
1799,Asteroid_Sample_Container,15.8,28.9,27.6,4.5,10,,2678,Lab
1800,Asteroid_Sample_Container,13.4,14.2,24.6,2.4,86,,1564,Storage_Bay
1801,LED_Work_Light,22.6,19.5,19.5,4.3,33,,4986,Maintenance_Bay
1802,Food_Packet,21.0,16.9,16.3,1.8,31,2025-05-20,28,Storage_Bay
1803,Emergency_Oxygen_Mask,26.8,34.8,34.3,15.99,43,,2590,Medical_Bay
1804,Emergency_Oxygen_Mask,30.7,46.7,28.4,20.36,63,,3839,Crew_Quarters
1805,Navigation_Module,41.6,20.5,20.9,8.91,83,,1976,Cockpit
1806,Navigation_Module,10.8,46.6,33.0,8.3,49,,2792,Command_Center
1807,Solar_Panel,48.9,58.9,2.0,12.3,37,,4110,External_Storage
1808,Gyroscope_Module,13.9,38.4,28.8,7.69,90,,511,Cockpit
1809,Radiation_Shield,38.4,11.7,23.4,5.26,73,,1296,Engineering_Bay
1810,Water_Purification_Unit,49.7,20.6,25.0,12.8,72,,4120,Crew_Quarters
1811,Handheld_Spectrometer,27.5,29.5,13.2,5.35,82,,2825,Engineering_Bay
1812,Seed_Packets,16.3,23.9,27.2,1.9,4,,7,Greenhouse
1813,Water_Bottle,21.3,23.2,44.3,10.95,4,,1266,Storage_Bay
1814,Battery_Pack,18.1,18.4,10.7,1.78,25,,278,External_Storage
1815,Navigation_Module,23.0,44.8,38.9,20.04,4,,2384,Command_Center
1816,Protein_Bars,16.3,43.9,29.1,10.41,84,,3821,Storage_Bay
1817,CO2_Scrubber,32.6,20.4,26.0,8.65,21,,213,Life_Support
1818,Pressure_Regulator,44.1,16.1,33.3,11.82,2,,4092,Engineering_Bay
1819,Waste_Management_Kit,12.9,28.4,22.0,6.7,39,,6,Sanitation_Bay
1820,Antibiotic_Supply,28.9,15.5,42.4,9.5,89,2026-08-25,767,Medical_Bay
1821,Lab_Microscope,23.7,11.8,47.1,6.59,60,,4080,Medical_Bay
1822,Protein_Bars,21.0,29.9,36.4,11.43,54,,4589,Crew_Quarters
1823,Battery_Pack,26.2,43.9,47.6,27.37,49,,914,Power_Bay
1824,Helmet_Visor,33.5,39.5,33.7,22.3,88,,2622,Crew_Quarters
1825,EV_Suit_Battery,44.2,11.9,21.2,5.58,69,,646,Storage_Bay
1826,Handheld_Spectrometer,38.3,49.3,35.8,33.8,31,,702,Engineering_Bay
1827,Solar_Panel,46.5,57.8,4.7,10.3,26,,2660,External_Storage
1828,Fire_Extinguisher,19.3,31.9,28.2,8.68,58,,4685,Crew_Quarters
1829,Solar_Panel,44.4,52.0,1.2,12.8,46,,1466,Power_Bay
1830,Handheld_Spectrometer,11.6,35.7,29.6,6.13,13,,2934,Lab
1831,Waste_Management_Kit,19.9,27.5,16.7,3.9,8,,37,Sanitation_Bay
1832,Space_Suit,42.8,41.2,21.2,18.69,59,,2466,Storage_Bay
1833,EV_Suit_Battery,15.0,47.1,27.4,9.68,64,,202,Storage_Bay
1834,Solar_Panel,97.1,60.6,2.2,7.6,93,,1335,External_Storage
1835,Emergency_Oxygen_Mask,27.9,23.6,45.9,15.11,57,,817,Medical_Bay
1836,Space_Suit,11.1,46.9,14.7,3.83,85,,95,Airlock
1837,Navigation_Module,37.1,29.2,29.1,15.76,31,,671,Command_Center
1838,EV_Suit_Battery,45.2,31.5,44.7,31.82,87,,702,Airlock
1839,Lab_Microscope,21.8,34.2,27.5,10.25,9,,2315,Medical_Bay
1840,Handheld_Spectrometer,12.6,40.6,31.6,8.08,58,,2982,Engineering_Bay
1841,Cooling_System,41.1,18.4,22.0,8.32,59,,994,Engineering_Bay
1842,Gyroscope_Module,39.0,28.2,21.8,11.99,63,,1053,Engineering_Bay
1843,Pressure_Regulator,13.4,36.9,26.0,6.43,14,,3782,Airlock
1844,Seed_Packets,29.8,20.3,26.6,7.7,20,,37,Greenhouse
1845,Oxygen_Cylinder,22.9,25.8,46.0,11.4,94,,1190,Crew_Quarters
1846,Cooling_System,19.9,20.0,14.1,2.81,59,,3627,Power_Bay
1847,Research_Samples,23.9,19.6,11.8,9.0,13,,125,Lab
1848,LED_Work_Light,22.9,10.4,24.0,2.86,64,,4403,Engineering_Bay
1849,First_Aid_Kit,11.0,24.5,28.7,3.9,57,,62,Crew_Quarters
1850,Circuit_Board,16.5,38.9,46.3,14.86,32,,651,Engineering_Bay
1851,Research_Samples,25.3,11.2,17.2,8.2,91,,2763,Lab
1852,Emergency_Beacon,38.3,20.2,22.1,8.55,79,,2782,Cockpit
1853,CO2_Scrubber,32.3,36.1,16.0,9.33,72,,542,Life_Support
1854,Handheld_Spectrometer,18.1,13.6,25.9,3.19,26,,4762,Engineering_Bay
1855,Helmet_Visor,17.3,39.1,46.6,15.76,5,,636,Storage_Bay
1856,Medical_Scanner,42.2,22.5,43.6,20.7,51,2025-08-18,22,Medical_Bay
1857,Water_Purification_Unit,26.2,42.3,31.5,17.46,87,,4804,Life_Support
1858,Battery_Pack,39.4,25.6,38.9,19.62,1,,403,External_Storage
1859,Navigation_Module,13.7,35.6,37.9,9.24,93,,1096,Cockpit
1860,Fire_Extinguisher,23.2,35.1,17.6,7.17,16,,4602,Engineering_Bay
1861,Tether_Reel,16.0,45.7,39.9,14.59,67,,2177,Airlock
1862,Scientific_Sensor,35.7,27.1,26.7,12.92,26,,690,Lab
1863,Handheld_Spectrometer,36.3,35.7,37.6,24.36,64,,4925,Engineering_Bay
1864,Oxygen_Cylinder,17.4,18.6,68.9,43.8,14,,3726,Medical_Bay
1865,Water_Bottle,35.8,35.4,25.3,16.03,92,,303,Storage_Bay
1866,Vacuum_Sealed_Tools,25.1,37.9,42.3,20.12,23,,468,Storage_Bay
1867,Oxygen_Cylinder,21.3,24.9,87.1,22.2,10,,3973,Crew_Quarters
1868,Emergency_Oxygen_Mask,23.2,21.9,23.4,5.94,54,,1768,Medical_Bay
1869,Fire_Extinguisher,22.2,15.0,15.0,2.5,32,,3806,Engineering_Bay
1870,Thruster_Fuel,47.8,49.8,48.9,58.2,21,,1106,Engine_Bay
1871,Solar_Panel,71.2,66.7,3.6,15.8,4,,563,Power_Bay
1872,Lab_Microscope,16.4,33.2,31.5,8.58,39,,3997,Medical_Bay
1873,Solar_Panel,46.9,69.5,2.0,5.8,81,,1689,Power_Bay
1874,Oxygen_Cylinder,29.0,21.0,88.5,16.1,24,,4974,Medical_Bay
1875,Emergency_Oxygen_Mask,30.7,13.6,26.1,5.45,55,,3382,Medical_Bay
1876,Radiation_Shield,44.4,18.4,28.9,11.81,54,,2303,Engineering_Bay
1877,Laptop,10.6,44.0,20.2,4.71,97,,4763,Command_Center
1878,Tool_Kit,11.5,26.6,28.5,5.4,52,,27,Maintenance_Bay
1879,Circuit_Board,44.9,22.8,49.8,25.49,53,,991,Storage_Bay
1880,Microgravity_Lab_Kit,15.8,29.0,22.3,9.1,40,,92,Crew_Quarters
1881,Oxygen_Cylinder,16.1,16.3,82.5,35.0,6,,424,Medical_Bay
1882,First_Aid_Kit,21.3,27.2,29.2,5.1,75,,65,Crew_Quarters
1883,LED_Work_Light,16.1,39.2,43.1,13.6,74,,3614,Maintenance_Bay
1884,Tool_Kit,12.1,26.5,27.0,2.0,46,,2,Maintenance_Bay
1885,Circuit_Board,37.0,15.5,26.0,7.46,57,,4227,Engineering_Bay
1886,Helmet_Visor,30.4,15.2,17.8,4.11,64,,4078,Crew_Quarters
1887,EV_Suit_Battery,14.0,41.4,17.4,5.04,12,,950,Storage_Bay
1888,Oxygen_Cylinder,16.4,16.0,62.3,43.3,42,,1259,Medical_Bay
1889,Pressure_Regulator,28.7,23.2,22.0,7.32,62,,273,Engineering_Bay
1890,Water_Bottle,23.3,27.9,47.6,15.47,60,,4488,Crew_Quarters
1891,First_Aid_Kit,20.5,21.1,15.7,2.3,88,,29,Crew_Quarters
1892,Water_Bottle,11.0,41.2,27.0,6.12,80,,5000,Crew_Quarters
1893,Food_Packet,10.7,29.0,21.5,9.6,54,2026-07-24,46,Crew_Quarters
1894,Emergency_Oxygen_Mask,35.9,36.2,39.7,25.8,96,,502,Medical_Bay
1895,Seed_Packets,16.8,11.3,28.5,7.9,82,,14,Lab
1896,Waste_Management_Kit,16.1,17.7,25.5,2.0,40,,10,Engineering_Bay
1897,Communication_Device,24.1,21.4,41.8,10.78,5,,545,Crew_Quarters
1898,Radiation_Shield,41.7,42.7,35.8,31.87,39,,2098,Storage_Bay
1899,First_Aid_Kit,17.3,21.2,19.9,5.0,28,,53,Crew_Quarters
1900,Laptop,24.0,40.8,22.5,11.02,66,,631,Crew_Quarters
1901,First_Aid_Kit,24.1,14.0,23.7,4.4,12,,34,Medical_Bay
1902,Seed_Packets,12.9,27.7,26.8,5.7,90,,80,Greenhouse
1903,Thruster_Fuel,45.7,17.5,21.7,8.68,86,,744,Engine_Bay
1904,Helmet_Visor,23.0,14.7,37.8,6.39,18,,2371,Storage_Bay
1905,Solar_Panel,94.1,77.1,3.1,13.1,7,,2117,External_Storage
1906,First_Aid_Kit,12.1,23.8,17.8,1.4,100,,1,Medical_Bay
1907,Water_Purification_Unit,17.0,24.3,20.7,4.28,56,,3519,Crew_Quarters
1908,Scientific_Sensor,17.5,27.5,10.5,2.53,62,,3427,Lab
1909,Handheld_Spectrometer,30.1,39.2,20.2,11.92,48,,718,Lab
1910,Gyroscope_Module,30.0,47.9,37.3,26.8,61,,1644,Cockpit
1911,Space_Suit,38.8,36.7,26.2,18.65,55,,1429,Airlock
1912,Helmet_Visor,29.6,19.0,22.4,6.3,32,,2763,Crew_Quarters
1913,CO2_Scrubber,49.6,44.3,28.9,31.75,73,,497,Engineering_Bay
1914,Helmet_Visor,42.1,47.4,32.3,32.23,66,,1603,Crew_Quarters
1915,Laptop,12.1,27.3,47.8,7.89,85,,2374,Crew_Quarters
1916,Navigation_Module,28.5,21.4,28.5,8.69,39,,3093,Command_Center
1917,Cooling_System,34.4,15.5,24.7,6.59,84,,2142,Engineering_Bay
1918,Thruster_Fuel,23.6,41.1,34.1,16.54,79,,3899,Storage_Bay
1919,Battery_Pack,31.3,12.9,43.9,8.86,70,,914,External_Storage
1920,Food_Packet,14.2,10.1,19.0,4.3,63,2025-06-23,23,Storage_Bay
1921,Radiation_Shield,39.7,21.6,29.6,12.69,15,,1175,Engineering_Bay
1922,Seed_Packets,15.4,22.3,15.3,1.6,12,,11,Greenhouse
1923,LED_Work_Light,43.7,13.1,27.6,7.9,55,,4969,Maintenance_Bay
1924,Tether_Reel,13.5,43.5,48.2,14.15,100,,1264,External_Storage
1925,CO2_Scrubber,38.9,48.7,22.4,21.22,83,,622,Engineering_Bay
1926,Waste_Management_Kit,13.8,17.0,26.5,6.7,52,,22,Sanitation_Bay
1927,Food_Packet,13.1,27.4,23.4,7.6,90,2026-03-28,91,Storage_Bay
1928,3D_Printer,41.0,21.9,41.0,18.41,38,,1637,Engineering_Bay
1929,Pressure_Regulator,22.9,33.0,37.0,13.98,46,,4389,Airlock
1930,Tether_Reel,19.1,33.5,29.7,9.5,93,,4183,External_Storage
1931,Handheld_Spectrometer,14.5,46.5,20.3,6.84,21,,3883,Lab
1932,Food_Packet,16.3,23.5,14.7,7.7,24,2025-06-20,64,Crew_Quarters
1933,Space_Suit,33.5,13.2,44.5,9.84,10,,4196,Airlock
1934,Oxygen_Cylinder,27.0,22.9,56.3,37.9,76,,2402,Airlock
1935,Microgravity_Lab_Kit,16.6,19.0,28.9,5.0,3,,1,Lab
1936,Gyroscope_Module,43.1,36.4,43.8,34.36,45,,2565,Cockpit
1937,Water_Bottle,14.1,17.5,13.3,1.64,12,,838,Crew_Quarters
1938,Space_Suit,44.5,27.2,49.6,30.02,12,,2964,Airlock
1939,Tether_Reel,47.4,24.2,14.2,8.14,92,,1029,External_Storage
1940,LED_Work_Light,22.9,18.4,42.4,8.93,97,,1146,Engineering_Bay
1941,Emergency_Oxygen_Mask,11.8,36.1,42.8,9.12,6,,2375,Crew_Quarters
1942,Vacuum_Sealed_Tools,11.7,19.5,18.2,2.08,24,,3813,Storage_Bay
1943,Pressure_Regulator,10.7,40.7,47.1,10.26,65,,3623,Airlock
1944,Communication_Device,43.3,33.7,24.9,18.17,49,,3113,Crew_Quarters
1945,Emergency_Beacon,26.7,16.3,48.8,10.62,25,,866,Command_Center
1946,Cooling_System,31.1,36.2,32.3,18.18,60,,3020,Power_Bay
1947,Helmet_Visor,45.6,44.8,14.1,14.4,76,,2751,Storage_Bay
1948,LED_Work_Light,24.9,16.2,38.6,7.79,78,,4617,Engineering_Bay
1949,Medical_Scanner,47.5,31.9,47.7,36.14,5,2025-06-12,92,Lab
1950,Protein_Bars,10.4,39.8,47.8,9.89,47,,600,Crew_Quarters
1951,Lab_Microscope,39.5,13.4,41.0,10.85,79,,1133,Lab
1952,Lab_Microscope,36.7,33.9,45.3,28.18,70,,1925,Medical_Bay
1953,Vacuum_Sealed_Tools,44.6,32.2,48.7,34.97,25,,242,Maintenance_Bay
1954,Vacuum_Sealed_Tools,36.1,40.5,29.7,21.71,86,,3828,Maintenance_Bay
1955,Tether_Reel,32.0,35.1,20.9,11.74,50,,3622,External_Storage
1956,First_Aid_Kit,23.1,17.6,28.7,7.6,43,,22,Medical_Bay
1957,Gyroscope_Module,24.4,14.5,37.9,6.7,76,,2536,Engineering_Bay
1958,Oxygen_Cylinder,23.2,29.5,48.0,17.9,59,,1353,Medical_Bay
1959,Thruster_Fuel,37.4,26.3,40.2,19.77,8,,3890,Storage_Bay
1960,Tool_Kit,25.3,20.5,22.8,7.4,88,,64,Maintenance_Bay
1961,Water_Purification_Unit,31.5,32.9,42.5,22.02,94,,1868,Life_Support
1962,Gyroscope_Module,49.4,25.2,41.3,25.71,93,,677,Cockpit
1963,Space_Suit,26.5,26.4,28.1,9.83,56,,4487,Storage_Bay
1964,3D_Printer,18.5,41.4,17.7,6.78,30,,1758,Lab
1965,Fire_Extinguisher,45.6,40.2,28.8,26.4,89,,4319,Crew_Quarters
1966,Fire_Extinguisher,46.2,24.6,15.3,8.69,7,,4658,Crew_Quarters
1967,Communication_Device,32.1,31.0,47.1,23.43,84,,4185,Command_Center
1968,Laptop,43.9,16.4,18.0,6.48,78,,32,Crew_Quarters
1969,3D_Printer,41.0,19.3,28.5,11.28,32,,1808,Lab
1970,First_Aid_Kit,19.2,24.3,24.3,2.3,10,,99,Medical_Bay
1971,Water_Bottle,38.1,27.8,38.1,20.18,12,,4518,Crew_Quarters
1972,Laptop,16.6,27.5,35.3,8.06,36,,3615,Command_Center
1973,Radiation_Shield,39.1,14.3,18.9,5.28,43,,2365,Storage_Bay
1974,Battery_Pack,39.6,47.3,10.1,9.46,30,,235,Power_Bay
1975,Radiation_Shield,35.1,26.1,36.4,16.67,66,,4440,Engineering_Bay
1976,Helmet_Visor,36.6,41.5,21.2,16.1,80,,3175,Crew_Quarters
1977,Water_Bottle,37.5,10.4,29.2,5.69,17,,3664,Crew_Quarters
1978,Asteroid_Sample_Container,15.0,19.6,23.9,4.3,74,,1687,Lab
1979,Waste_Management_Kit,22.1,23.7,27.2,6.8,49,,88,Engineering_Bay
1980,Water_Bottle,16.5,24.7,31.9,6.5,22,,2176,Storage_Bay
1981,Fire_Extinguisher,17.3,26.7,49.5,11.43,72,,1375,Engineering_Bay
1982,Emergency_Beacon,11.2,13.4,35.4,2.66,32,,4040,Cockpit
1983,Oxygen_Cylinder,27.7,25.7,43.7,22.5,55,,3188,Medical_Bay
1984,CO2_Scrubber,15.7,28.6,15.2,3.41,19,,785,Engineering_Bay
1985,Navigation_Module,22.7,25.7,34.9,10.18,60,,3830,Cockpit
1986,Antibiotic_Supply,38.2,42.2,36.1,29.1,93,2025-09-04,1260,Lab
1987,Oxygen_Cylinder,25.0,25.3,98.2,32.6,63,,2295,Airlock
1988,Cooling_System,26.9,25.6,39.0,13.43,85,,4666,Power_Bay
1989,Gyroscope_Module,10.8,29.3,45.0,7.12,95,,4082,Engineering_Bay
1990,Antibiotic_Supply,28.4,16.8,36.1,8.61,10,2026-09-10,3424,Medical_Bay
1991,Oxygen_Cylinder,21.2,23.3,50.8,22.3,86,,1782,Crew_Quarters
1992,Protein_Bars,47.2,44.5,19.9,20.9,10,,3120,Storage_Bay
1993,Solar_Panel,40.0,70.4,4.0,11.2,94,,4850,Power_Bay
1994,Microgravity_Lab_Kit,21.0,10.2,18.1,5.6,77,,3,Crew_Quarters
1995,Radiation_Shield,46.0,34.2,40.8,32.09,16,,806,Storage_Bay
1996,Water_Bottle,38.1,18.6,34.3,12.15,97,,2312,Storage_Bay
1997,Water_Purification_Unit,48.2,49.5,47.6,56.78,92,,4555,Life_Support
1998,Thruster_Fuel,25.4,25.1,39.8,12.69,8,,2585,Engine_Bay
1999,Emergency_Oxygen_Mask,49.1,27.9,43.5,29.8,95,,4721,Crew_Quarters
2000,Research_Samples,22.0,13.3,22.3,2.5,56,,4972,Lab
