item_id,zone,container_id,coordinates
1724,Storage_Bay,TA01,"(0,71.9,350.9),(30.6,107.4,371.2)"
1725,Engineering_Bay,EB01,"(20.5,0,905.3),(30.6,12.7,922.9)"
1726,Airlock,A01,"(23.5,75.9,96.1),(45.5,102.2,194.7)"
1727,Storage_Bay,TA01,"(30.6,71.9,350.9),(58.9,90.9,392.8)"
1728,Storage_Bay,TA01,"(58.9,71.9,350.9),(88.6,121.6,384.3)"
1729,Cockpit,C05,"(0,0,154.9),(14.1,41.4,187.7)"
1730,Airlock,A03,"(39.3,111.8,54.3),(53.1,137.1,67.1)"
1731,Storage_Bay,TA01,"(0,0,384.3),(18.0,30.8,426.8)"
1732,Storage_Bay,TA01,"(18.0,0,384.3),(43.2,13.1,430.1)"
1733,Storage_Bay,TA01,"(43.2,0,384.3),(89.4,17.5,414.4)"
1734,Engineering_Bay,EB01,"(30.6,0,905.3),(49.6,32.9,950.7)"
1735,Crew_Quarters,CQ01,"(18.7,0,2335.6),(44.6,27.6,2417.2)"
1736,Engineering_Bay,EB01,"(49.6,0,905.3),(86.3,39.5,923.9)"
1737,Storage_Bay,TA01,"(0,17.5,384.3),(34.5,62.6,421.4)"
1738,Engineering_Bay,EB01,"(0,39.5,905.3),(30.4,50.4,951.5)"
1739,Storage_Bay,TA01,"(34.5,17.5,384.3),(76.2,52.1,398.8)"
1740,Airlock,A03,"(53.1,111.8,54.3),(95.6,137.4,91.1)"
1741,Cockpit,C03,"(0,0,98.4),(21.8,20.1,117.8)"
1742,Medical_Bay,EA01,"(0,28.5,101.3),(12.6,61.4,132.4)"
1743,Engineering_Bay,EB01,"(30.4,39.5,905.3),(68.6,67.0,925.9)"
1744,Storage_Bay,TA01,"(0,52.1,384.3),(10.6,63.8,396.1)"
1745,Crew_Quarters,CQ01,"(0,0,2417.2),(22.9,23.3,2446.3)"
1746,Engineering_Bay,EB01,"(0,0,925.9),(42.7,36.7,949.5)"
1747,Engine_Bay,NA03,"(0,24.2,0),(24.2,54.7,12.2)"
1748,Maintenance_Bay,MB02,"(38.6,52.1,37.7),(65.6,78.7,48.5)"
1749,Lab,L04,"(114.1,0,91.4),(126.7,41.8,130.8)"
1750,Cockpit,C05,"(14.1,0,154.9),(61.2,28.7,176.5)"
1751,Command_Center,CC01,"(55.6,29.3,123.2),(94.5,44.8,161.3)"
1752,Crew_Quarters,CQ01,"(22.9,0,2417.2),(69.3,19.9,2461.2)"
1753,Command_Center,CC02,"(0,33.6,24.3),(41.9,44.2,44.5)"
1754,Storage_Bay,TA01,"(10.6,52.1,384.3),(21.1,75.5,402.7)"
1755,Crew_Quarters,CQ01,"(0,0,2461.2),(27.9,46.7,2507.3)"
1756,Power_Bay,PB03,"(0,0,25.5),(91.6,49.9,28.0)"
1757,Airlock,A01,"(45.5,75.9,96.1),(75.3,96.9,181.8)"
1758,Crew_Quarters,CQ01,"(0,0,2507.3),(47.0,45.6,2524.2)"
1759,Airlock,A03,"(0,137.4,54.3),(20.4,163.1,101.8)"
1760,Storage_Bay,TA01,"(21.1,52.1,384.3),(69.6,79.3,396.5)"
1761,Maintenance_Bay,MB04,"(41.9,53.8,44.0),(55.8,97.7,66.3)"
1762,Engineering_Bay,EB01,"(42.7,0,925.9),(57.5,18.0,939.3)"
1763,Lab,L04,"(126.7,0,91.4),(146.2,13.0,120.1)"
1764,Crew_Quarters,CQ01,"(0,0,2524.2),(24.6,17.2,2569.9)"
1765,Engineering_Bay,EB01,"(57.5,0,925.9),(86.9,18.4,966.0)"
1766,Sanitation_Bay,SB03,"(14.7,23.1,0),(42.2,51.1,23.1)"
1767,Medical_Bay,EA02,"(18.2,0,348.5),(46.2,44.5,372.3)"
1768,Lab,L04,"(146.2,0,91.4),(164.4,16.3,103.4)"
1769,Crew_Quarters,CQ01,"(24.6,0,2524.2),(57.5,28.1,2547.5)"
1770,External_Storage,ES04,"(0,11.2,112.9),(19.8,34.3,160.8)"
1771,Storage_Bay,TA01,"(0,79.3,384.3),(30.5,117.4,432.3)"
1772,Engineering_Bay,EB01,"(0,18.4,925.9),(36.3,57.6,963.6)"
1773,Crew_Quarters,CQ01,"(0,0,2547.5),(10.7,39.8,2560.8)"
1774,Sanitation_Bay,SB04,"(118.2,0,0),(141.8,29.6,13.9)"
1775,Storage_Bay,TA01,"(30.5,79.3,384.3),(77.6,93.1,415.6)"
1776,Storage_Bay,TA01,"(0,93.1,384.3),(18.1,136.2,415.7)"
1777,External_Storage,ES03,"(32.6,109.2,3.1),(44.8,149.6,32.2)"
1778,Engineering_Bay,EB01,"(36.3,18.4,925.9),(72.2,54.4,942.8)"
1779,Power_Bay,PB01,"(0,0,8.9),(73.2,99.1,12.4)"
1780,Crew_Quarters,CQ01,"(10.7,0,2547.5),(31.3,22.5,2627.9)"
1781,Airlock,A03,"(20.4,137.4,54.3),(45.8,166.9,139.1)"
1782,Command_Center,CC03,"(71.8,0,103.7),(82.3,26.3,117.1)"
1783,Lab,L04,"(164.4,0,91.4),(175.8,45.1,123.7)"
1784,Cockpit,C03,"(21.8,0,98.4),(33.3,49.0,118.9)"
1785,Medical_Bay,EA01,"(12.6,28.5,101.3),(55.5,65.9,137.9)"
1786,Engineering_Bay,EB01,"(0,0,942.8),(32.1,34.4,959.5)"
1787,Storage_Bay,TA01,"(18.1,93.1,384.3),(66.8,135.9,422.9)"
1788,Engineering_Bay,EB01,"(32.1,0,942.8),(44.1,19.8,987.5)"
1789,Power_Bay,PB05,"(90.2,0,5.0),(189.0,93.2,7.9)"
1790,Storage_Bay,TA01,"(0,0,422.9),(32.5,41.1,444.5)"
1791,Airlock,A01,"(0,96.9,96.1),(39.2,129.6,125.4)"
1792,Engineering_Bay,EB01,"(44.1,0,942.8),(89.2,34.7,961.3)"
1793,Lab,L04,"(175.8,0,91.4),(212.3,35.7,121.0)"
1794,Lab,L04,"(0,35.7,91.4),(17.0,62.3,115.9)"
1795,External_Storage,ES04,"(0,34.3,112.9),(17.2,62.7,138.9)"
1796,Lab,L04,"(17.0,35.7,91.4),(66.8,70.8,108.5)"
1797,Crew_Quarters,CQ01,"(0,0,2627.9),(19.4,17.4,2639.0)"
1798,Storage_Bay,TA01,"(32.5,0,422.9),(72.4,31.0,471.1)"
1799,Lab,L04,"(66.8,35.7,91.4),(82.6,64.6,119.0)"
1800,Storage_Bay,TA01,"(0,31.0,422.9),(13.4,45.2,447.5)"
1801,Maintenance_Bay,MB02,"(65.6,52.1,37.7),(88.2,71.6,57.2)"
1802,Storage_Bay,TA01,"(13.4,31.0,422.9),(34.4,47.9,439.2)"
1803,Medical_Bay,EA03,"(64.1,49.1,94.3),(90.9,83.9,128.6)"
1804,Crew_Quarters,CQ01,"(19.4,0,2627.9),(50.1,46.7,2656.3)"
1805,Cockpit,C01,"(28.2,0,79.1),(69.8,20.5,100.0)"
1806,Command_Center,CC03,"(82.3,0,103.7),(93.1,46.6,136.7)"
1807,External_Storage,ES02,"(21.3,0,50.2),(70.2,58.9,52.2)"
1808,Cockpit,C03,"(33.3,0,98.4),(47.2,38.4,127.2)"
1809,Engineering_Bay,EB01,"(0,34.7,942.8),(38.4,46.4,966.2)"
1810,Crew_Quarters,CQ01,"(0,0,2656.3),(49.7,20.6,2681.3)"
1811,Engineering_Bay,EB01,"(38.4,34.7,942.8),(65.9,64.2,956.0)"
1812,Greenhouse,G01,"(139.6,0,0),(155.9,23.9,27.2)"
1813,Storage_Bay,TA01,"(34.4,31.0,422.9),(55.7,54.2,467.2)"
1814,External_Storage,ES02,"(0,0,52.2),(18.1,18.4,62.9)"
1815,Command_Center,CC02,"(41.9,33.6,24.3),(64.9,78.4,63.2)"
1816,Storage_Bay,TA01,"(55.7,31.0,422.9),(72.0,74.9,452.0)"
1817,Life_Support,LS05,"(33.8,83.5,0),(66.4,103.9,26.0)"
1818,Engineering_Bay,EB01,"(65.9,34.7,942.8),(110.0,50.8,976.1)"
1819,Sanitation_Bay,SB01,"(0,10.8,45.2),(12.9,39.2,67.2)"
1820,Medical_Bay,EA02,"(46.2,0,348.5),(75.1,15.5,390.9)"
1821,Medical_Bay,EA03,"(0,0,128.6),(23.7,11.8,175.7)"
1822,Crew_Quarters,CQ01,"(0,0,2681.3),(21.0,29.9,2717.7)"
1823,Power_Bay,PB02,"(0,0,10.8),(26.2,43.9,58.4)"
1824,Crew_Quarters,CQ01,"(21.0,0,2681.3),(54.5,39.5,2715.0)"
1825,Storage_Bay,TA01,"(72.0,31.0,422.9),(116.2,42.9,444.1)"
1826,Engineering_Bay,EB01,"(0,50.8,942.8),(38.3,100.1,978.6)"
1827,External_Storage,ES04,"(0,0,138.9),(46.5,57.8,143.6)"
1828,Crew_Quarters,CQ01,"(0,0,2715.0),(19.3,31.9,2743.2)"
1829,Power_Bay,PB03,"(0,0,28.0),(44.4,52.0,29.2)"
1830,Lab,L04,"(82.6,35.7,91.4),(94.2,71.4,121.0)"
1831,Sanitation_Bay,SB04,"(141.8,0,0),(161.7,27.5,16.7)"
1832,Storage_Bay,TA01,"(0,42.9,422.9),(42.8,84.1,444.1)"
1833,Storage_Bay,TA01,"(42.8,42.9,422.9),(57.8,90.0,450.3)"
1834,External_Storage,ES03,"(44.8,109.2,3.1),(141.9,169.8,5.3)"
1835,Medical_Bay,EA03,"(23.7,0,128.6),(51.6,23.6,174.5)"
1836,Airlock,A01,"(39.2,96.9,96.1),(50.3,143.8,110.8)"
1837,Command_Center,CC01,"(0,44.8,123.2),(37.1,74.0,152.3)"
1838,Airlock,A03,"(45.8,137.4,54.3),(91.0,168.9,99.0)"
1839,Medical_Bay,EA01,"(55.5,28.5,101.3),(77.3,62.7,128.8)"
1840,Engineering_Bay,EB01,"(38.3,50.8,942.8),(50.9,91.4,974.4)"
1841,Engineering_Bay,EB01,"(50.9,50.8,942.8),(92.0,69.2,964.8)"
1842,Engineering_Bay,EB01,"(0,0,964.8),(39.0,28.2,986.6)"
1843,Airlock,A01,"(50.3,96.9,96.1),(63.7,133.8,122.1)"
1844,Greenhouse,G04,"(19.1,17.6,0),(48.9,37.9,26.6)"
1845,Crew_Quarters,CQ01,"(19.3,0,2715.0),(42.2,25.8,2761.0)"
1846,Power_Bay,PB03,"(44.4,0,28.0),(64.3,20.0,42.1)"
1847,Lab,L04,"(94.2,35.7,91.4),(118.1,55.3,103.2)"
1848,Engineering_Bay,EB01,"(39.0,0,964.8),(61.9,10.4,988.8)"
1849,Crew_Quarters,CQ01,"(0,0,2761.0),(11.0,24.5,2789.7)"
1850,Engineering_Bay,EB01,"(61.9,0,964.8),(78.4,38.9,1011.1)"
1851,Lab,L04,"(118.1,35.7,91.4),(143.4,46.9,108.6)"
1852,Cockpit,C01,"(0,20.5,79.1),(38.3,40.7,101.2)"
1853,Life_Support,LS04,"(0,15.2,51.9),(32.3,51.3,67.9)"
1854,Engineering_Bay,EB01,"(78.4,0,964.8),(96.5,13.6,990.7)"
1855,Storage_Bay,TA01,"(57.8,42.9,422.9),(75.1,82.0,469.5)"
1856,Medical_Bay,EA01,"(77.3,28.5,101.3),(119.5,51.0,144.9)"
1857,Life_Support,LS03,"(50.7,0,24.0),(76.9,42.3,55.5)"
1858,External_Storage,ES02,"(18.1,0,52.2),(57.5,25.6,91.1)"
1859,Cockpit,C02,"(0,45.5,133.6),(13.7,81.1,171.5)"
1860,Engineering_Bay,EB01,"(0,13.6,964.8),(23.2,48.7,982.4)"
1861,Airlock,A01,"(63.7,96.9,96.1),(79.7,142.6,136.0)"
1862,Lab,L04,"(143.4,35.7,91.4),(179.1,62.8,118.1)"
1863,Engineering_Bay,EB01,"(23.2,13.6,964.8),(59.5,49.3,1002.4)"
1864,Medical_Bay,EA03,"(51.6,0,128.6),(69.0,18.6,197.5)"
1865,Storage_Bay,TA01,"(75.1,42.9,422.9),(110.9,78.3,448.2)"
1866,Storage_Bay,TA01,"(0,78.3,422.9),(25.1,116.2,465.2)"
1867,Crew_Quarters,CQ01,"(11.0,0,2761.0),(32.3,24.9,2848.1)"
1868,Medical_Bay,EA03,"(69.0,0,128.6),(92.2,21.9,152.0)"
1869,Engineering_Bay,EB01,"(59.5,13.6,964.8),(81.7,28.6,979.8)"
1870,Engine_Bay,NA03,"(24.2,24.2,0),(72.0,74.0,48.9)"
1871,Power_Bay,PB03,"(64.3,0,28.0),(135.5,66.7,31.6)"
1872,Medical_Bay,EA03,"(0,21.9,128.6),(16.4,55.1,160.1)"
1873,Power_Bay,PB01,"(0,0,12.4),(46.9,69.5,14.4)"
1874,Medical_Bay,EA01,"(0,51.0,101.3),(29.0,72.0,189.8)"
1875,Medical_Bay,EA03,"(16.4,21.9,128.6),(47.1,35.5,154.7)"
1876,Engineering_Bay,EB01,"(0,28.6,964.8),(44.4,47.0,993.7)"
1877,Command_Center,CC03,"(0,0,136.7),(10.6,44.0,156.9)"
1878,Maintenance_Bay,MB01,"(0,42.5,15.1),(11.5,69.1,43.6)"
1879,Storage_Bay,TA01,"(25.1,78.3,422.9),(70.0,101.1,472.7)"
1880,Crew_Quarters,CQ01,"(0,0,2848.1),(15.8,29.0,2870.4)"
1881,Medical_Bay,EA03,"(47.1,21.9,128.6),(63.2,38.2,211.1)"
1882,Crew_Quarters,CQ01,"(15.8,0,2848.1),(37.1,27.2,2877.3)"
1883,Maintenance_Bay,MB02,"(0,0,57.2),(16.1,39.2,100.3)"
1884,Maintenance_Bay,MB04,"(55.8,53.8,44.0),(67.9,80.3,71.0)"
1885,Engineering_Bay,EB01,"(44.4,28.6,964.8),(81.4,44.1,990.8)"
1886,Crew_Quarters,CQ01,"(0,0,2877.3),(30.4,15.2,2895.1)"
1887,Storage_Bay,TA01,"(0,101.1,422.9),(14.0,142.5,440.3)"
1888,Medical_Bay,EA01,"(29.0,51.0,101.3),(45.4,67.0,163.6)"
1889,Engineering_Bay,EB01,"(0,44.1,964.8),(28.7,67.3,986.8)"
1890,Crew_Quarters,CQ01,"(0,0,2895.1),(23.3,27.9,2942.7)"
1891,Crew_Quarters,CQ01,"(23.3,0,2895.1),(43.8,21.1,2910.8)"
1892,Crew_Quarters,CQ01,"(0,0,2910.8),(11.0,41.2,2937.8)"
1893,Crew_Quarters,CQ01,"(11.0,0,2910.8),(21.7,29.0,2932.3)"
1894,Medical_Bay,EA01,"(45.4,51.0,101.3),(81.3,87.2,141.0)"
1895,Lab,L04,"(0,0,118.1),(16.8,11.3,146.6)"
1896,Engineering_Bay,EB01,"(28.7,44.1,964.8),(44.8,61.8,990.3)"
1897,Crew_Quarters,CQ01,"(21.7,0,2910.8),(45.8,21.4,2952.6)"
1898,Storage_Bay,TA01,"(14.0,101.1,422.9),(55.7,143.8,458.7)"
1899,Crew_Quarters,CQ01,"(0,0,2952.6),(17.3,21.2,2972.5)"
1900,Crew_Quarters,CQ01,"(17.3,0,2952.6),(41.3,40.8,2975.1)"
1901,Medical_Bay,EA01,"(0,0,141.0),(24.1,14.0,164.7)"
1902,Greenhouse,G03,"(0,27.7,0),(12.9,55.4,26.8)"
1903,Engine_Bay,NA02,"(0,79.6,0),(45.7,97.1,21.7)"
1904,Storage_Bay,TA01,"(55.7,101.1,422.9),(78.7,115.8,460.7)"
1905,External_Storage,ES04,"(0,0,143.6),(94.1,77.1,146.7)"
1906,Medical_Bay,EA01,"(24.1,0,141.0),(36.2,23.8,158.8)"
1907,Crew_Quarters,CQ01,"(0,0,2975.1),(17.0,24.3,2995.8)"
1908,Lab,L04,"(16.8,0,118.1),(34.3,27.5,128.6)"
1909,Lab,L04,"(34.3,0,118.1),(64.4,39.2,138.3)"
1910,Cockpit,C05,"(0,0,176.5),(30.0,47.9,213.8)"
1911,Airlock,A01,"(79.7,96.9,96.1),(118.5,133.6,122.3)"
1912,Crew_Quarters,CQ01,"(17.0,0,2975.1),(46.6,19.0,2997.5)"
1913,Engineering_Bay,EB01,"(44.8,44.1,964.8),(94.4,88.4,993.7)"
1914,Crew_Quarters,CQ01,"(0,0,2997.5),(42.1,47.4,3029.8)"
1915,Crew_Quarters,CQ01,"(0,0,3029.8),(12.1,27.3,3077.6)"
1916,Command_Center,CC03,"(10.6,0,136.7),(39.1,21.4,165.2)"
1917,Engineering_Bay,EB01,"(0,0,993.7),(34.4,15.5,1018.4)"
1918,Storage_Bay,TA01,"(0,115.8,422.9),(23.6,156.9,457.0)"
1919,External_Storage,ES03,"(0,0,5.3),(31.3,12.9,49.2)"
1920,Storage_Bay,TA01,"(23.6,115.8,422.9),(37.8,125.9,441.9)"
1921,Engineering_Bay,EB01,"(34.4,0,993.7),(74.1,21.6,1023.3)"
1922,Greenhouse,G02,"(67.5,22.4,0),(82.9,44.7,15.3)"
1923,Maintenance_Bay,MB01,"(11.5,42.5,15.1),(55.2,55.6,42.7)"
1924,External_Storage,ES03,"(31.3,0,5.3),(44.8,43.5,53.5)"
1925,Engineering_Bay,EB01,"(0,21.6,993.7),(38.9,70.3,1016.1)"
1926,Sanitation_Bay,SB01,"(0,0,67.2),(13.8,17.0,93.7)"
1927,Storage_Bay,TA01,"(37.8,115.8,422.9),(50.9,143.2,446.3)"
1928,Engineering_Bay,EB01,"(38.9,21.6,993.7),(79.9,43.5,1034.7)"
1929,Airlock,A03,"(0,0,99.0),(22.9,33.0,136.0)"
1930,External_Storage,ES04,"(0,0,146.7),(19.1,33.5,176.4)"
1931,Lab,L04,"(64.4,0,118.1),(78.9,46.5,138.4)"
1932,Crew_Quarters,CQ01,"(12.1,0,3029.8),(28.4,23.5,3044.5)"
1933,Airlock,A01,"(0,0,122.3),(33.5,13.2,166.8)"
1934,Airlock,A03,"(22.9,0,99.0),(49.9,22.9,155.3)"
1935,Lab,L04,"(78.9,0,118.1),(95.5,19.0,147.0)"
1936,Cockpit,C03,"(47.2,0,98.4),(90.3,36.4,142.2)"
1937,Crew_Quarters,CQ01,"(28.4,0,3029.8),(42.5,17.5,3043.1)"
1938,Airlock,A01,"(33.5,0,122.3),(78.0,27.2,171.9)"
1939,External_Storage,ES02,"(57.5,0,52.2),(104.9,24.2,66.4)"
1940,Engineering_Bay,EB01,"(0,43.5,993.7),(22.9,61.9,1036.1)"
1941,Crew_Quarters,CQ01,"(0,0,3043.1),(11.8,36.1,3085.9)"
1942,Storage_Bay,TA01,"(50.9,115.8,422.9),(62.6,135.3,441.1)"
1943,Airlock,A03,"(49.9,0,99.0),(60.6,40.7,146.1)"
1944,Crew_Quarters,CQ01,"(11.8,0,3043.1),(55.1,33.7,3068.0)"
1945,Command_Center,CC03,"(39.1,0,136.7),(65.8,16.3,185.5)"
1946,Power_Bay,PB05,"(0,0,7.9),(31.1,36.2,40.2)"
1947,Storage_Bay,TA01,"(62.6,115.8,422.9),(108.2,160.6,437.0)"
1948,Engineering_Bay,EB01,"(22.9,43.5,993.7),(47.8,59.7,1032.3)"
1949,Lab,L04,"(95.5,0,118.1),(143.0,31.9,165.8)"
1950,Crew_Quarters,CQ01,"(0,0,3068.0),(10.4,39.8,3115.8)"
1951,Lab,L04,"(143.0,0,118.1),(182.5,13.4,159.1)"
1952,Medical_Bay,EA01,"(36.2,0,141.0),(72.9,33.9,186.3)"
1953,Maintenance_Bay,MB04,"(67.9,53.8,44.0),(112.5,86.0,92.7)"
1954,Maintenance_Bay,MB01,"(55.2,42.5,15.1),(91.3,83.0,44.8)"
1955,External_Storage,ES04,"(0,33.5,146.7),(32.0,68.6,167.6)"
1956,Medical_Bay,EA01,"(0,33.9,141.0),(23.1,51.5,169.7)"
1957,Engineering_Bay,EB01,"(47.8,43.5,993.7),(72.2,58.0,1031.6)"
1958,Medical_Bay,EA01,"(23.1,33.9,141.0),(46.3,63.4,189.0)"
1959,Storage_Bay,TA01,"(0,0,437.0),(37.4,26.3,477.2)"
1960,Maintenance_Bay,MB02,"(16.1,0,57.2),(41.4,20.5,80.0)"
1961,Life_Support,LS05,"(66.4,83.5,0),(97.9,116.4,42.5)"
1962,Cockpit,C01,"(38.3,20.5,79.1),(87.7,45.7,120.4)"
1963,Storage_Bay,TA01,"(37.4,0,437.0),(63.9,26.4,465.1)"
1964,Lab,L04,"(0,13.4,118.1),(18.5,54.8,135.8)"
1965,Crew_Quarters,CQ01,"(10.4,0,3068.0),(56.0,40.2,3096.8)"
1966,Crew_Quarters,CQ01,"(0,0,3096.8),(46.2,24.6,3112.1)"
1967,Command_Center,CC01,"(37.1,44.8,123.2),(69.2,75.8,170.3)"
1968,Crew_Quarters,CQ01,"(0,0,3112.1),(43.9,16.4,3130.1)"
1969,Lab,L04,"(18.5,13.4,118.1),(59.5,32.7,146.6)"
1970,Medical_Bay,EA01,"(46.3,33.9,141.0),(65.5,58.2,165.3)"
1971,Crew_Quarters,CQ01,"(0,0,3130.1),(38.1,27.8,3168.2)"
1972,Command_Center,CC02,"(64.9,33.6,24.3),(81.5,61.1,59.6)"
1973,Storage_Bay,TA01,"(63.9,0,437.0),(103.0,14.3,455.9)"
1974,Power_Bay,PB04,"(27.4,0,129.8),(67.0,47.3,139.9)"
1975,Engineering_Bay,EB01,"(72.2,43.5,993.7),(107.3,69.6,1030.1)"
1976,Crew_Quarters,CQ01,"(0,0,3168.2),(36.6,41.5,3189.4)"
1977,Crew_Quarters,CQ01,"(0,0,3189.4),(37.5,10.4,3218.6)"
1978,Lab,L04,"(59.5,13.4,118.1),(74.5,33.0,142.0)"
1979,Engineering_Bay,EB01,"(0,0,1030.1),(22.1,23.7,1057.3)"
1980,Storage_Bay,TA01,"(0,14.3,437.0),(16.5,39.0,468.9)"
1981,Engineering_Bay,EB01,"(22.1,0,1030.1),(39.4,26.7,1079.6)"
1982,Cockpit,C02,"(13.7,45.5,133.6),(24.9,58.9,169.0)"
1983,Medical_Bay,EA01,"(65.5,33.9,141.0),(93.2,59.6,184.7)"
1984,Engineering_Bay,EB01,"(39.4,0,1030.1),(55.1,28.6,1045.3)"
1985,Cockpit,C02,"(24.9,45.5,133.6),(47.6,71.2,168.5)"
1986,Lab,L04,"(74.5,13.4,118.1),(112.7,55.6,154.2)"
1987,Airlock,A03,"(60.6,0,99.0),(85.6,25.3,197.2)"
1988,Power_Bay,PB01,"(46.9,0,12.4),(73.8,25.6,51.4)"
1989,Engineering_Bay,EB01,"(55.1,0,1030.1),(65.9,29.3,1075.1)"
1990,Medical_Bay,EA01,"(0,0,184.7),(28.4,16.8,220.8)"
1991,Crew_Quarters,CQ01,"(0,10.4,3189.4),(21.2,33.7,3240.2)"
1992,Storage_Bay,TA01,"(16.5,14.3,437.0),(63.7,58.8,456.9)"
1993,Power_Bay,PB03,"(0,0,31.6),(40.0,70.4,35.6)"
1994,Crew_Quarters,CQ01,"(21.2,10.4,3189.4),(42.2,20.6,3207.5)"
1995,Storage_Bay,TA01,"(0,58.8,437.0),(46.0,93.0,477.8)"
1996,Storage_Bay,TA01,"(46.0,58.8,437.0),(84.1,77.4,471.3)"
1997,Life_Support,LS04,"(32.3,15.2,51.9),(80.5,64.7,99.5)"
1998,Engine_Bay,NA02,"(45.7,79.6,0),(71.1,104.7,39.8)"
1999,Crew_Quarters,CQ01,"(0,0,3207.5),(49.1,27.9,3251.0)"
2000,Lab,L04,"(112.7,13.4,118.1),(134.7,26.7,140.4)"
